cell_id,shop_density_km2,brand_ratio
r0019_c0634,0.0,0.0
r0019_c0635,0.0,0.0
r0019_c0662,0.0,0.0
r0019_c0663,0.0,0.0
r0019_c0678,0.0,0.0
r0020_c0565,0.0,0.0
r0020_c0606,0.0,0.0
r0020_c0607,0.0,0.0
r0020_c0608,0.0,0.0
r0020_c0609,0.0,0.0
r0020_c0610,0.0,0.0
r0020_c0611,0.0,0.0
r0020_c0612,0.0,0.0
r0020_c0613,0.0,0.0
r0020_c0614,0.0,0.0
r0020_c0624,0.0,0.0
r0020_c0625,0.0,0.0
r0020_c0628,0.0,0.0
r0020_c0634,0.0,0.0
r0020_c0662,0.0,0.0
r0020_c0663,0.0,0.0
r0020_c0664,0.0,0.0
r0020_c0675,0.0,0.0
r0020_c0676,0.0,0.0
r0021_c0565,0.0,0.0
r0021_c0606,0.0,0.0
r0021_c0607,0.0,0.0
r0021_c0608,0.0,0.0
r0021_c0609,0.0,0.0
r0021_c0610,44.44,0.0
r0021_c0611,0.0,0.0
r0021_c0613,0.0,0.0
r0021_c0615,0.0,0.0
r0021_c0616,0.0,0.0
r0021_c0617,0.0,0.0
r0021_c0624,0.0,0.0
r0021_c0626,0.0,0.0
r0021_c0627,0.0,0.0
r0021_c0628,0.0,0.0
r0021_c0629,0.0,0.0
r0021_c0661,0.0,0.0
r0021_c0662,0.0,0.0
r0021_c0674,0.0,0.0
r0021_c0675,0.0,0.0
r0021_c0676,0.0,0.0
r0022_c0606,0.0,0.0
r0022_c0607,0.0,0.0
r0022_c0608,0.0,0.0
r0022_c0609,0.0,0.0
r0022_c0610,266.67,0.1667
r0022_c0611,88.89,0.0
r0022_c0612,0.0,0.0
r0022_c0613,0.0,0.0
r0022_c0614,0.0,0.0
r0022_c0615,0.0,0.0
r0022_c0620,0.0,0.0
r0022_c0630,0.0,0.0
r0022_c0631,0.0,0.0
r0022_c0632,0.0,0.0
r0022_c0674,0.0,0.0
r0022_c0675,0.0,0.0
r0022_c0676,0.0,0.0
r0022_c0678,0.0,0.0
r0023_c0546,0.0,0.0
