cell_id,shop_density_km2,brand_ratio
cell_00035159,0.0,0.0
cell_00035160,0.0,0.0
cell_00035161,0.0,0.0
cell_00035162,0.0,0.0
cell_00035163,0.0,0.0
cell_00035169,0.0,0.0
cell_00035173,0.0,0.0
cell_00035175,0.0,0.0
cell_00035176,0.0,0.0
cell_00035177,0.0,0.0
cell_00035221,44.44,0.0
cell_00035222,44.44,0.0
cell_00035223,44.44,0.0
cell_00035226,44.44,0.0
cell_00035233,44.44,0.0
cell_00035234,0.0,0.0
cell_00035236,0.0,0.0
cell_00035764,0.0,0.0
cell_00035765,0.0,0.0
cell_00035766,0.0,0.0
cell_00035769,0.0,0.0
cell_00035770,0.0,0.0
cell_00035771,0.0,0.0
cell_00035775,0.0,0.0
cell_00035776,0.0,0.0
cell_00035777,0.0,0.0
cell_00035781,0.0,0.0
cell_00035782,0.0,0.0
cell_00035829,0.0,0.0
cell_00035830,0.0,0.0
cell_00035831,0.0,0.0
cell_00035834,0.0,0.0
cell_00035837,0.0,0.0
cell_00035838,0.0,0.0
cell_00035839,0.0,0.0
cell_00035840,0.0,0.0
cell_00035841,0.0,0.0
cell_00035853,0.0,0.0
cell_00035854,0.0,0.0
cell_00035855,0.0,0.0
cell_00035856,0.0,0.0
cell_00035906,0.0,0.0
cell_00036443,0.0,0.0
cell_00036444,0.0,0.0
cell_00036445,0.0,0.0
cell_00036446,0.0,0.0
cell_00036447,0.0,0.0
cell_00036450,0.0,0.0
cell_00036451,0.0,0.0
cell_00036452,0.0,0.0
cell_00036453,0.0,0.0
cell_00036454,0.0,0.0
cell_00036455,0.0,0.0
cell_00036456,0.0,0.0
cell_00036457,0.0,0.0
cell_00036458,0.0,0.0
cell_00036459,0.0,0.0
cell_00036460,0.0,0.0
cell_00036461,0.0,0.0
cell_00036462,0.0,0.0
cell_00036463,0.0,0.0
cell_00036508,0.0,0.0
cell_00036509,0.0,0.0
cell_00036510,0.0,0.0
cell_00036511,0.0,0.0
cell_00036512,0.0,0.0
cell_00036516,0.0,0.0
cell_00036517,0.0,0.0
cell_00036518,0.0,0.0
cell_00036519,0.0,0.0
cell_00036532,0.0,0.0
cell_00036533,0.0,0.0
cell_00036534,0.0,0.0
cell_00036535,0.0,0.0
cell_00036536,0.0,0.0
cell_00036556,0.0,0.0
cell_00036557,0.0,0.0
cell_00036583,0.0,0.0
cell_00036585,88.89,1.0
cell_00036592,0.0,0.0
cell_00037122,0.0,0.0
cell_00037123,0.0,0.0
cell_00037124,0.0,0.0
cell_00037125,0.0,0.0
cell_00037126,0.0,0.0
cell_00037129,0.0,0.0
cell_00037130,0.0,0.0
cell_00037131,0.0,0.0
cell_00037132,0.0,0.0
cell_00037133,0.0,0.0
cell_00037134,0.0,0.0
cell_00037135,0.0,0.0
cell_00037136,0.0,0.0
cell_00037137,0.0,0.0
cell_00037138,0.0,0.0
cell_00037139,0.0,0.0
cell_00037140,0.0,0.0
cell_00037141,0.0,0.0
cell_00037142,0.0,0.0
cell_00037143,0.0,0.0
cell_00037187,0.0,0.0
cell_00037188,0.0,0.0
cell_00037189,0.0,0.0
cell_00037190,0.0,0.0
cell_00037191,0.0,0.0
cell_00037195,0.0,0.0
cell_00037196,0.0,0.0
cell_00037197,0.0,0.0
cell_00037198,0.0,0.0
cell_00037210,0.0,0.0
cell_00037212,0.0,0.0
cell_00037213,0.0,0.0
cell_00037214,0.0,0.0
cell_00037215,0.0,0.0
cell_00037235,0.0,0.0
cell_00037236,0.0,0.0
cell_00037250,0.0,0.0
cell_00037251,0.0,0.0
cell_00037254,44.44,0.0
cell_00037255,133.33,0.0
cell_00037262,0.0,0.0
cell_00037270,44.44,0.0
cell_00037271,0.0,0.0
cell_00037272,0.0,0.0
cell_00037274,0.0,0.0
cell_00037801,0.0,0.0
cell_00037802,0.0,0.0
cell_00037803,0.0,0.0
cell_00037804,0.0,0.0
cell_00037805,0.0,0.0
cell_00037806,0.0,0.0
cell_00037810,0.0,0.0
cell_00037811,0.0,0.0
cell_00037812,0.0,0.0
cell_00037813,0.0,0.0
cell_00037814,0.0,0.0
cell_00037815,0.0,0.0
cell_00037816,0.0,0.0
cell_00037817,0.0,0.0
cell_00037818,0.0,0.0
cell_00037819,0.0,0.0
cell_00037820,0.0,0.0
cell_00037821,0.0,0.0
cell_00037822,0.0,0.0
cell_00037825,0.0,0.0
cell_00037826,0.0,0.0
cell_00037827,0.0,0.0
cell_00037866,0.0,0.0
cell_00037867,0.0,0.0
cell_00037868,0.0,0.0
cell_00037869,0.0,0.0
cell_00037870,44.44,0.0
cell_00037871,0.0,0.0
cell_00037872,0.0,0.0
cell_00037873,0.0,0.0
cell_00037874,0.0,0.0
cell_00037875,0.0,0.0
cell_00037891,0.0,0.0
cell_00037892,0.0,0.0
cell_00037893,0.0,0.0
cell_00037894,0.0,0.0
cell_00037895,0.0,0.0
cell_00037923,0.0,0.0
cell_00037926,0.0,0.0
cell_00037930,0.0,0.0
cell_00037934,0.0,0.0
cell_00037940,0.0,0.0
cell_00037941,0.0,0.0
cell_00037948,44.44,0.0
cell_00037949,0.0,0.0
cell_00038479,0.0,0.0
cell_00038480,0.0,0.0
